Y0: -0.46623622047244095
β0: 2.559055118110236
Y1: -0.43322834645669295
β1: -1.6929133858267713
Y2: -0.507496062992126
β2: -2.0078740157480315
Y3: -0.46623622047244095
β3: 5.0
Y4: -0.41672440944881894
β4: 3.1102362204724407
Y5: 0.5074960629921261
β5: -3.1889763779527556
Y6: 0.44973228346456695
β6: -4.84251968503937
Y7: 0.25993700787401575
β7: 2.7952755905511806
Y8: -0.004125984251968529
β8: 3.9763779527559056
Y9: 0.515748031496063
β9: -2.874015748031496
Y10: 0.515748031496063
β10: -1.6929133858267713
